
---------- Begin Simulation Statistics ----------
simSeconds                                   0.142373                       # Number of seconds simulated (Second)
simTicks                                 142372643000                       # Number of ticks simulated (Tick)
finalTick                                142372643000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    267.09                       # Real time elapsed on the host (Second)
hostTickRate                                533059824                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     675520                       # Number of bytes of host memory used (Byte)
simInsts                                    288445808                       # Number of instructions simulated (Count)
simOps                                      288445808                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                  1079974                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                    1079974                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        142372644                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.493585                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.025992                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       340135998                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    51554                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      327875713                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 110549                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             51741743                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          21257510                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   2                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           142353152                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.303256                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.996336                       # Number of insts issued each cycle (Count)
system.l2cache.ReadSharedReq.hits::cpu.data       157488                       # number of ReadSharedReq hits (Count)
system.l2cache.ReadSharedReq.hits::total       157493                       # number of ReadSharedReq hits (Count)
system.l2cache.ReadSharedReq.misses::cpu.inst          300                       # number of ReadSharedReq misses (Count)
system.l2cache.ReadSharedReq.misses::cpu.data       131788                       # number of ReadSharedReq misses (Count)
system.l2cache.ReadSharedReq.misses::total       132088                       # number of ReadSharedReq misses (Count)
system.l2cache.ReadSharedReq.missLatency::cpu.inst     36881000                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache.ReadSharedReq.missLatency::cpu.data   7598300000                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache.ReadSharedReq.missLatency::total   7635181000                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache.ReadSharedReq.accesses::cpu.inst          305                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache.ReadSharedReq.accesses::cpu.data       289276                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache.ReadSharedReq.accesses::total       289581                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache.ReadSharedReq.missRate::cpu.inst     0.983607                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.missRate::cpu.data     0.455579                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.missRate::total     0.456135                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.avgMissLatency::cpu.inst 122936.666667                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMissLatency::cpu.data 57655.476978                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMissLatency::total 57803.744473                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.mshrMisses::cpu.inst          300                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache.ReadSharedReq.mshrMisses::cpu.data       131788                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache.ReadSharedReq.mshrMisses::total       132088                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache.ReadSharedReq.mshrMissLatency::cpu.inst     33881000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache.ReadSharedReq.mshrMissLatency::cpu.data   6280420000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache.ReadSharedReq.mshrMissLatency::total   6314301000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache.ReadSharedReq.mshrMissRate::cpu.inst     0.983607                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.mshrMissRate::cpu.data     0.455579                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.mshrMissRate::total     0.456135                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.avgMshrMissLatency::cpu.inst 112936.666667                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMshrMissLatency::cpu.data 47655.476978                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMshrMissLatency::total 47803.744473                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache.UpgradeReq.hits::cpu.data        63839                       # number of UpgradeReq hits (Count)
system.l2cache.UpgradeReq.hits::total           63839                       # number of UpgradeReq hits (Count)
system.l2cache.UpgradeReq.accesses::cpu.data        63839                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2cache.UpgradeReq.accesses::total        63839                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.hits::writebacks       148157                       # number of WritebackDirty hits (Count)
system.l2cache.WritebackDirty.hits::total       148157                       # number of WritebackDirty hits (Count)
system.l2cache.WritebackDirty.accesses::writebacks       148157                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::total       148157                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.power_state.pwrStateResidencyTicks::UNDEFINED 142372643000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.tags.tagsInUse             1016.775175                       # Average ticks per tags in use ((Tick/Count))
system.l2cache.tags.totalRefs                  687053                       # Total number of references to valid blocks. (Count)
system.l2cache.tags.sampledRefs                152072                       # Sample count of references to valid blocks. (Count)
system.l2cache.tags.avgRefs                  4.517945                       # Average number of references to valid blocks. ((Count/Count))
system.l2cache.tags.warmupTick                 118000                       # The tick when the warmup percentage was hit. (Tick)
system.l2cache.tags.occupancies::writebacks     6.275974                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.inst     2.450024                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.data  1008.049177                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.avgOccs::writebacks      0.006129                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.inst        0.002393                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.data        0.984423                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::total           0.992945                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.l2cache.tags.ageTaskId_1024::0              50                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::1              35                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::2             343                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::3             596                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2cache.tags.tagAccesses               1527376                       # Number of tag accesses (Count)
system.l2cache.tags.dataAccesses              1527376                       # Number of data accesses (Count)
system.l2cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 142372643000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.transDist::ReadResp               132088                       # Transaction distribution (Count)
system.l3bus.transDist::WritebackDirty         159352                       # Transaction distribution (Count)
system.l3bus.transDist::CleanEvict              17756                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExReq               18890                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExResp              18890                       # Transaction distribution (Count)
system.l3bus.transDist::ReadSharedReq          132088                       # Transaction distribution (Count)
system.l3bus.transDist::InvalidateReq               1                       # Transaction distribution (Count)
system.l3bus.transDist::InvalidateResp              1                       # Transaction distribution (Count)
system.l3bus.pktCount_system.l2cache.mem_side_port::system.l3cache.cpu_side_port       451844                       # Packet count per connected requestor and responder (Count)
